Date,open,high,low,close,adjclose,volume,growth_rate
2013-02-28,4.773000025749207,4.785000038146973,4.759000039100647,4.767000079154968,4.767000079154968,146877.6,-0.03679277599407631
2013-03-31,4.701500034332275,4.714499998092651,4.689500021934509,4.703999996185303,4.703999996185303,99286.45,-0.01321587621639674
2013-04-30,4.520952360970633,4.537619023095994,4.499999977293468,4.516666639418829,4.516666639418829,96332.09523809524,-0.039824268052379125
2013-05-31,4.7149999791925605,4.734090891751376,4.694999998266047,4.721818165345625,4.721818165345625,85222.22727272728,0.0454210023242259
2013-06-30,4.262499988079071,4.2955000638961796,4.245499968528748,4.271500027179718,4.271500027179718,65626.5,-0.09536964838478595
2013-07-31,4.422086902286695,4.437304330908733,4.40513042781664,4.423391279966935,4.423391279966935,74387.95652173914,0.03555923020501629
2013-08-31,4.389545462348244,4.400909077037465,4.37727275761691,4.389545484022661,4.389545484022661,25685.909090909092,-0.007651549185250125
2013-09-30,4.6623808997018,4.671904745556059,4.6433333442324685,4.660000006357829,4.660000006357829,46205.0,0.0616133317947348
2013-10-31,4.592608700627866,4.613912955574367,4.5743478277455205,4.5956521863522735,4.5956521863522735,44138.782608695656,-0.013808545046730309
2013-11-30,4.721428598676409,4.749523798624675,4.707142852601551,4.7304762204488116,4.7304762204488116,46368.76190476191,0.02933730156884491
2013-12-31,4.7084999799728395,4.725,4.6890000104904175,4.700999975204468,4.700999975204468,35622.55,-0.006231136966067905
2014-01-31,4.473181876269254,4.488181894475764,4.4504545818675645,4.460454594005238,4.460454594005238,22022.227272727272,-0.05116898159285081
2014-02-28,4.367499995231628,4.377999949455261,4.346499967575073,4.361499977111817,4.361499977111817,28159.35,-0.022184872597159646
2014-03-31,4.311176231929234,4.324985708509173,4.291176205589657,4.306890442257836,4.306890442257836,70671.61904761905,-0.012520815118780122
2014-04-30,4.350499939918518,4.366499972343445,4.335000014305114,4.353500008583069,4.353500008583069,32658.35,0.010822092400566972
2014-05-31,4.350476128714425,4.359047594524565,4.340952328273228,4.35190471013387,4.35190471013387,10083.714285714286,-0.00036644043782095266
2014-06-30,4.583333424159458,4.592381000518799,4.568571476709275,4.585714317503429,4.585714317503429,16146.52380952381,0.05372581040782181
2014-07-31,4.802173904750658,4.819130441416865,4.789999961853027,4.810000004975692,4.810000004975692,20256.391304347828,0.048909651134650185
2014-08-31,5.061904770987375,5.074761890229725,5.050476210457938,5.065714268457322,5.065714268457322,36100.0,0.053163048485884955
2014-09-30,5.158181819048795,5.177272709933194,5.143181800842285,5.16136360168457,5.16136360168457,44836.954545454544,0.018881707131179495
2014-10-31,5.051978277123493,5.070673921833867,5.022847818291706,5.0476304344508955,5.0476304344508955,46399.30434782609,-0.02203548829548735
2014-11-30,5.199499988555909,5.227999997138977,5.184999990463257,5.210000014305114,5.210000014305114,60684.05,0.032167485706960666
2014-12-31,5.39004761832101,5.416238080887568,5.357666674114409,5.381952353886196,5.381952353886196,141960.80952380953,0.03300428773684289
2015-01-31,5.916190487997873,5.95190479641869,5.877619062151227,5.913333393278576,5.913333393278576,124196.28571428571,0.09873388028206538
2015-02-28,6.0865000009536745,6.113999962806702,6.063499975204468,6.10200002193451,6.10200002193451,53537.1,0.031905292008460574
2015-03-31,6.400000052018599,6.4222727688876065,6.368181792172519,6.394999959252098,6.394999959252098,171542.18181818182,0.04801703314722352
2015-04-30,7.609499979019165,7.664499974250793,7.553500056266785,7.612500023841858,7.612500023841858,100958.6,0.1903831231192296
2015-05-31,7.337999987602234,7.376500034332276,7.287000012397766,7.345000004768371,7.345000004768371,43103.3,-0.03513957546610103
2015-06-30,6.97772723978216,7.006818142804232,6.9331818493929775,6.963636376641014,6.963636376641014,61884.72727272727,-0.051921528642583585
2015-07-31,6.34153301819511,6.3641417544821035,6.2980547987896465,6.328924344933552,6.328924344933552,42783.34782608696,-0.09114663623685966
2015-08-31,5.7218200206756595,5.7618200302124025,5.673319983482361,5.707820010185242,5.707820010185242,109959.55,-0.09813742444962516
2015-09-30,5.18590911951932,5.214545488357544,5.139545484022661,5.170909101312811,5.170909101312811,62182.545454545456,-0.09406584438793583
2015-10-31,5.595454562794078,5.624090931632302,5.567727283997969,5.606363664973866,5.606363664973866,29760.545454545456,0.08421238028541261
2015-11-30,5.820476168677921,5.846666676657541,5.800476210457938,5.831428573245094,5.831428573245094,32922.23809523809,0.040144543187117146
2015-12-31,5.53619046438308,5.561904816400437,5.501428536006382,5.525714261191232,5.525714261191232,22430.333333333332,-0.052425286225144814
2016-01-31,4.897225046157837,4.913724970817566,4.862224960327149,4.8902250051498415,4.8902250051498415,40412.95,-0.11500581210009797
2016-02-29,4.639261904216948,4.661642892020089,4.593071438017345,4.619261945996966,4.619261945996966,59569.71428571428,-0.05540911898072734
2016-03-31,4.920952388218471,4.942857129233224,4.899047647203718,4.925238064357212,4.925238064357212,62552.23809523809,0.06623917888558019
2016-04-30,5.023333299727667,5.041428565979004,5.000000045413063,5.02142858505249,5.02142858505249,49266.380952380954,0.019530126145858032
2016-05-31,4.794999967921864,4.814090902155096,4.773181763562289,4.791363629427823,4.791363629427823,40647.59090909091,-0.045816633997247634
2016-06-30,4.929090890017423,4.958636348897761,4.91227277842435,4.939545458013361,4.939545458013361,40352.0,0.030926859250554044
2016-07-31,5.237142903464181,5.2566667057219005,5.221904754638672,5.240952400934129,5.240952400934129,27441.285714285714,0.06101916572744536
2016-08-31,5.420000034829845,5.444782630256984,5.405217398767886,5.429130429806917,5.429130429806917,32874.782608695656,0.03590531156879963
2016-09-30,5.711818196556785,5.731818199157715,5.686818144538186,5.709545417265459,5.709545417265459,53917.0,0.05165007381642786
2016-10-31,5.786190487089611,5.8066666920979815,5.7733333224341985,5.792380968729655,5.792380968729655,10943.238095238095,0.014508256859417317
2016-11-30,5.64136366410689,5.668181787837636,5.611363671042702,5.640909108248624,5.640909108248624,36152.09090909091,-0.026150189585035354
2016-12-31,5.635238125210717,5.650000049954369,5.609523795899891,5.629523799532936,5.629523799532936,36973.619047619046,-0.002018346422040331
2017-01-31,5.7836363749070605,5.807272737676447,5.76818188753995,5.787272800098766,5.787272800098766,58082.5,0.028021730821871278
2017-02-28,6.068999981880188,6.090000009536743,6.053000044822693,6.073999977111816,6.073999977111816,28336.3,0.049544437754542536
2017-03-31,6.182173874067224,6.206956531690515,6.166086922521177,6.195217381352964,6.195217381352964,132406.69565217392,0.01995676731938129
2017-04-30,6.2550000879499645,6.2772222889794245,6.243333339691162,6.267222219043308,6.267222219043308,56267.333333333336,0.011622649094940936
2017-05-31,6.3327272588556465,6.350454503839666,6.309545430270108,6.333181771365079,6.333181771365079,83725.0,0.010524527456733391
2017-06-30,6.497727264057506,6.522272716869008,6.472727277062156,6.496818174015392,6.496818174015392,79290.22727272728,0.02583794505791387
2017-07-31,6.604761895679292,6.630476156870524,6.581428573245094,6.6114285332815985,6.6114285332815985,90676.47619047618,0.017640998438989922
2017-08-31,6.79956521158633,6.823478263357411,6.767826121786366,6.798260896102242,6.798260896102242,66924.30434782608,0.02825900058968178
2017-09-30,6.989523819514683,7.009523800441197,6.969523815881638,6.991428602309454,6.991428602309454,35433.857142857145,0.02841428258776648
2017-10-31,7.3536363731731065,7.382727254520763,7.323636401783336,7.358181801709262,7.358181801709262,27415.954545454544,0.052457547700431297
2017-11-30,7.630909096110951,7.664090915159746,7.592727270993319,7.628181782635775,7.628181782635775,51925.22727272727,0.036693844784290906
2017-12-31,7.408421089774684,7.434210551412482,7.3684210777282715,7.404736870213559,7.404736870213559,53203.94736842105,-0.029292027745176447
2018-01-31,7.958772767673839,7.9971817840229384,7.923863692717119,7.968272751027888,7.968272751027888,43073.36363636364,0.07610478139759692
2018-02-28,7.605950021743775,7.665799999237061,7.56130006313324,7.611150002479553,7.611150002479553,69273.4,-0.04481808789768985
2018-03-31,7.635142894018264,7.67357147307623,7.570095312027704,7.607476234436035,7.607476234436035,40983.76190476191,-0.0004826823860153689
2018-04-30,7.3211499691009525,7.367049980163574,7.288649988174439,7.343549990653992,7.343549990653992,20365.15,-0.03469300930410448
2018-05-31,7.786818179217252,7.8133181441913955,7.752409046346491,7.785454533316872,7.785454533316872,26221.772727272728,0.060175874505557156
2018-06-30,7.876571428208124,7.910333338237944,7.816619078318278,7.854523817698161,7.854523817698161,19516.47619047619,0.008871580212268367
2018-07-31,7.33709092573686,7.372136441144076,7.306681828065352,7.345227284864946,7.345227284864946,12013.318181818182,-0.06484117238089537
2018-08-31,7.058565222698709,7.0864347789598545,7.0181739019311,7.050391300864842,7.050391300864842,16139.130434782608,-0.04013980406128787
2018-09-30,6.741049957275391,6.77720000743866,6.700499939918518,6.7408000230789185,6.7408000230789185,20507.1,-0.043911219189769944
2018-10-31,6.357304324274478,6.391739140386167,6.300478230351987,6.3365652042886484,6.3365652042886484,27518.82608695652,-0.059968374288847735
2018-11-30,6.519999959252098,6.5596818056973545,6.471909046173096,6.5110909071835605,6.5110909071835605,16504.090909090908,0.02754263505041997
2018-12-31,6.480789460633931,6.504894708332262,6.425473664936266,6.448947379463597,6.448947379463597,18575.63157894737,-0.0095442574225775
2019-01-31,6.499227263710716,6.5447727116671475,6.478727319023826,6.526590932499278,6.526590932499278,16109.954545454546,0.01203972500736074
2019-02-28,7.037800002098083,7.069350028038025,7.00239999294281,7.0344500064849855,7.0344500064849855,28021.9,0.0778138356208007
2019-03-31,7.30014283316476,7.325999986557734,7.258571397690546,7.291142872401646,7.291142872401646,36073.42857142857,0.03649082240687159
2019-04-30,7.609299969673157,7.637550020217896,7.574550032615662,7.609850025177002,7.609850025177002,25806.75,0.04371154952699152
2019-05-31,6.987000010230324,7.005727291107178,6.921727310527455,6.944727290760387,6.944727290760387,36728.454545454544,-0.08740287025579645
2019-06-30,6.796699976921081,6.83034999370575,6.7660000085830685,6.802900004386902,6.802900004386902,19204.35,-0.020422297440272307
2019-07-31,7.125695684681768,7.143217397772747,7.098043462504512,7.112130434616752,7.112130434616752,26126.82608695652,0.04545567773015048
2019-08-31,6.659500013698231,6.695181846618652,6.598727291280573,6.634772777557373,6.634772777557373,31669.045454545456,-0.06711879955631074
2019-09-30,7.0025714465550015,7.030238128843761,6.979904787881034,7.009333383469355,7.009333383469355,16572.52380952381,0.05645417235371822
2019-10-31,6.939347847648289,6.966130401777185,6.903347844662874,6.9336956894916035,6.9336956894916035,22575.608695652172,-0.010790996780968266
2019-11-30,7.221952370234898,7.246857143583751,7.199571405138288,7.2278571128845215,7.2278571128845215,17310.571428571428,0.042424911124775165
2019-12-31,7.464809508550735,7.492761952536447,7.4335714521862215,7.456952390216646,7.456952390216646,19871.428571428572,0.031696154718351396
2020-01-31,7.8394999504089355,7.869727264751088,7.789454633539373,7.832136284221303,7.832136284221303,67244.13636363637,0.05031330151670133
2020-02-29,7.821300029754639,7.862200093269348,7.742749977111816,7.7991499423980715,7.7991499423980715,45373.8,-0.004211665965221499
2020-03-31,6.998272744092074,7.084909092296254,6.855681787837636,6.971136353232644,6.971136353232644,42786.954545454544,-0.10616715863662847
2020-04-30,7.31254997253418,7.346799969673157,7.24135000705719,7.279500079154968,7.279500079154968,25266.4,0.04423435582053003
2020-05-31,7.4611999750137326,7.490449976921082,7.397399950027466,7.446749973297119,7.446749973297119,46777.0,0.022975464293361957
2020-06-30,7.704954515803944,7.7563181790438565,7.664590900594538,7.704818162051114,7.704818162051114,45674.181818181816,0.034655143475930766
2020-07-31,8.400782647340193,8.437391322592031,8.343217518018639,8.38504349667093,8.38504349667093,42012.95652173913,0.0882857090606187
2020-08-31,8.370380901155018,8.404952412559872,8.322809446425666,8.360952377319336,8.360952377319336,16840.666666666668,-0.002873106068103114
2020-09-30,8.3598181551153,8.394727273420854,8.304136449640447,8.342954548922451,8.342954548922451,21011.045454545456,-0.002152605060364558
2020-10-31,8.753818208521063,8.797954646023838,8.71363639831543,8.761409109288996,8.761409109288996,62096.77272727273,0.05015663910342063
2020-11-30,9.108523822966076,9.187333424886068,9.039714222862607,9.113714399791899,9.113714399791899,82941.66666666667,0.040211030681055956
2020-12-31,8.794636422937566,8.822363636710428,8.745363668961959,8.78881818597967,8.78881818597967,65323.40909090909,-0.03564915462126482
2021-01-31,9.609350061416626,9.653650045394897,9.551100015640259,9.609700059890747,9.609700059890747,123265.85,0.0934007117385345
2021-02-28,10.32814998626709,10.380249977111816,10.248500061035156,10.323250007629394,10.323250007629394,122411.85,0.0742530925306278
2021-03-31,9.425738998081373,9.49552179419476,9.360347789266836,9.431782681009043,9.431782681009043,126733.86956521739,-0.08635529760119266
2021-04-30,9.211599922180175,9.249549961090088,9.15004997253418,9.192199945449829,9.192199945449829,49785.6,-0.025401638657516504
2021-05-31,8.850000063578287,8.880666732788086,8.785428592136928,8.832714307875861,8.832714307875861,88124.95238095238,-0.03910768256862328
2021-06-30,9.082000038840555,9.118818109685725,9.048227310180664,9.085454507307572,9.085454507307572,25670.590909090908,0.02861410327812263
2021-07-31,8.654090903022073,8.708772745999424,8.5823636488481,8.636545528065074,8.636545528065074,66943.5,-0.0494096337042284
2021-08-31,7.943090850656683,8.000454620881515,7.901227235794067,7.954499959945679,7.954499959945679,75245.22727272728,-0.07897203411978082
2021-09-30,7.9049999930641865,7.952954552390358,7.858999989249489,7.901090903715654,7.901090903715654,51825.90909090909,-0.006714319755982397
2021-10-31,7.791500091552734,7.872499942779541,7.761000156402588,7.825000047683716,7.825000047683716,57600.0,-0.009630424071713327
