,open,high,low,close,adjclose,volume,ticker
2008-01-02,42.5,42.5,42.5,42.5,42.5,0.0,BNK.PA
2008-01-03,42.02000045776367,42.02000045776367,42.02000045776367,42.02000045776367,42.02000045776367,0.0,BNK.PA
2008-01-04,41.810001373291016,41.810001373291016,41.810001373291016,41.810001373291016,41.810001373291016,0.0,BNK.PA
2008-01-07,40.97999954223633,40.97999954223633,40.97999954223633,40.97999954223633,40.97999954223633,0.0,BNK.PA
2008-01-08,40.77000045776367,40.77000045776367,40.77000045776367,40.77000045776367,40.77000045776367,0.0,BNK.PA
2008-01-09,40.63999938964844,40.63999938964844,40.63999938964844,40.63999938964844,40.63999938964844,0.0,BNK.PA
2008-01-10,40.099998474121094,40.099998474121094,40.099998474121094,40.099998474121094,40.099998474121094,0.0,BNK.PA
2008-01-11,39.709999084472656,39.709999084472656,39.709999084472656,39.709999084472656,39.709999084472656,0.0,BNK.PA
2008-01-14,40.0099983215332,40.0099983215332,40.0099983215332,40.0099983215332,40.0099983215332,0.0,BNK.PA
2008-01-15,40.119998931884766,40.119998931884766,40.119998931884766,40.119998931884766,40.119998931884766,0.0,BNK.PA
2008-01-16,38.7400016784668,38.7400016784668,38.7400016784668,38.7400016784668,38.7400016784668,0.0,BNK.PA
2008-01-17,38.22999954223633,38.22999954223633,38.22999954223633,38.22999954223633,38.22999954223633,0.0,BNK.PA
2008-01-18,38.040000915527344,38.040000915527344,38.040000915527344,38.040000915527344,38.040000915527344,0.0,BNK.PA
2008-01-21,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,0.0,BNK.PA
2008-01-22,34.54999923706055,34.54999923706055,34.54999923706055,34.54999923706055,34.54999923706055,0.0,BNK.PA
2008-01-23,36.20000076293945,36.20000076293945,36.20000076293945,36.20000076293945,36.20000076293945,0.0,BNK.PA
2008-01-24,35.38999938964844,35.38999938964844,35.38999938964844,35.38999938964844,35.38999938964844,0.0,BNK.PA
2008-01-25,37.529998779296875,37.529998779296875,37.529998779296875,37.529998779296875,37.529998779296875,0.0,BNK.PA
2008-01-28,37.09000015258789,37.09000015258789,37.09000015258789,37.09000015258789,37.09000015258789,0.0,BNK.PA
2008-01-29,36.650001525878906,36.650001525878906,36.650001525878906,36.650001525878906,36.650001525878906,0.0,BNK.PA
2008-01-30,37.459999084472656,37.459999084472656,37.459999084472656,37.459999084472656,37.459999084472656,0.0,BNK.PA
2008-01-31,37.29999923706055,37.29999923706055,37.29999923706055,37.29999923706055,37.29999923706055,0.0,BNK.PA
2008-02-01,36.77000045776367,36.77000045776367,36.77000045776367,36.77000045776367,36.77000045776367,0.0,BNK.PA
2008-02-04,37.43000030517578,37.43000030517578,37.43000030517578,37.43000030517578,37.43000030517578,0.0,BNK.PA
2008-02-05,37.5099983215332,37.5099983215332,37.5099983215332,37.5099983215332,37.5099983215332,0.0,BNK.PA
2008-02-06,36.029998779296875,36.029998779296875,36.029998779296875,36.029998779296875,36.029998779296875,0.0,BNK.PA
2008-02-07,35.93000030517578,35.93000030517578,35.93000030517578,35.93000030517578,35.93000030517578,0.0,BNK.PA
2008-02-08,35.31999969482422,35.31999969482422,35.31999969482422,35.31999969482422,35.31999969482422,0.0,BNK.PA
2008-02-11,35.150001525878906,35.150001525878906,35.150001525878906,35.150001525878906,35.150001525878906,0.0,BNK.PA
2008-02-12,34.40999984741211,34.40999984741211,34.40999984741211,34.40999984741211,34.40999984741211,0.0,BNK.PA
2008-02-13,35.75,35.75,35.75,35.75,35.75,0.0,BNK.PA
2008-02-14,35.970001220703125,35.970001220703125,35.970001220703125,35.970001220703125,35.970001220703125,0.0,BNK.PA
2008-02-15,35.650001525878906,35.650001525878906,35.650001525878906,35.650001525878906,35.650001525878906,0.0,BNK.PA
2008-02-18,34.58000183105469,34.58000183105469,34.58000183105469,34.58000183105469,34.58000183105469,0.0,BNK.PA
2008-02-19,35.45000076293945,35.45000076293945,35.45000076293945,35.45000076293945,35.45000076293945,0.0,BNK.PA
2008-02-20,35.43000030517578,35.43000030517578,35.43000030517578,35.43000030517578,35.43000030517578,0.0,BNK.PA
2008-02-21,35.11000061035156,35.11000061035156,35.11000061035156,35.11000061035156,35.11000061035156,0.0,BNK.PA
2008-02-22,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,0.0,BNK.PA
2008-02-25,35.04999923706055,35.04999923706055,35.04999923706055,35.04999923706055,35.04999923706055,0.0,BNK.PA
